,year_built,Price,km_driven,fuel,seller_type,transmission,previous_owners,Brand,Model
2124,2015,740000,45000,Diesel,Dealer,Automatic,Zero,Mahindra,Mahindra XUV500 AT
2125,2005,70000,68500,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro Xing
2126,2019,484999,5007,Petrol,Dealer,Automatic,Zero,Hyundai,Hyundai Santro Sportz
2127,2013,164000,30000,Petrol,Individual,Manual,Zero,Nissan,Nissan Micra Active
2128,2008,140000,70000,Petrol,Individual,Automatic,Zero,Honda,Honda City 1.5
2129,2011,999000,49600,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz E-Class E250
2130,2005,56000,23000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXI
2131,2006,1050000,30000,Diesel,Dealer,Automatic,Zero,BMW,BMW 7 Series
2132,2010,190000,38000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Verna 1.6
2133,2018,3899000,22000,Diesel,Dealer,Automatic,Zero,Audi,Audi Q5 3.0
2134,2011,235000,43100,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Sportz
2135,2017,350000,10171,Petrol,Dealer,Manual,Zero,Datsun,Datsun GO Plus
2136,2015,465000,41123,Diesel,Dealer,Manual,Zero,Renault,Renault Duster 110PS
2137,2017,1900000,20118,Petrol,Dealer,Automatic,Zero,Toyota,Toyota Camry Hybrid
2138,2014,450000,40000,Diesel,Dealer,Manual,Zero,Honda,Honda City i
2139,2015,790000,52517,Diesel,Dealer,Manual,Zero,Volkswagen,Volkswagen Jetta 2.0L
2140,2019,900000,20000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Marazzo M2
2141,2014,450000,99117,Diesel,Dealer,Manual,Zero,Ford,Ford Ecosport 1.5
2142,2009,135000,90000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Spark 1.0
2143,2019,425000,3700,Petrol,Individual,Manual,Zero,Maruti,Maruti Celerio ZXI
2144,2010,100000,80000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
2145,2015,650000,100000,Diesel,Individual,Manual,One,Ford,Ford EcoSport 1.5
2146,2011,90000,54000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
2147,2017,250000,19000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
2148,2014,300000,120000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
2149,2014,275000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
2150,2017,600000,43500,Petrol,Individual,Manual,Zero,Honda,Honda BRV i-VTEC
2151,2016,270000,60000,Petrol,Individual,Manual,One,Renault,Renault KWID RXT
2152,2016,240000,70000,Petrol,Individual,Manual,One,Renault,Renault KWID RXT
2153,2014,1200000,135000,Diesel,Individual,Automatic,Two,Skoda,Skoda Octavia Elegance
2154,2012,160000,50000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
2155,2018,790000,19571,Diesel,Dealer,Manual,Zero,Honda,Honda Jazz 1.5
2156,2018,1200000,29600,Petrol,Dealer,Manual,Zero,Honda,Honda City i-VTEC
2157,2011,175000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift LXI
2158,2018,950000,15000,Diesel,Individual,Automatic,Zero,Maruti,Maruti Vitara Brezza
2159,2019,340000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Celerio LXI
2160,2017,825000,13500,Diesel,Individual,Manual,Zero,Renault,Renault Captur 1.5
2161,2018,3100000,22000,Petrol,Individual,Automatic,Zero,Audi,Audi A4 30
2162,2018,780000,25000,Diesel,Dealer,Manual,Zero,Honda,Honda Amaze VX
2163,2010,350000,80000,Petrol,Individual,Automatic,Two,Toyota,Toyota Corolla Altis
2164,2018,690000,39000,Petrol,Dealer,Manual,Zero,Honda,Honda Amaze VX
2165,2016,245000,60000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
2166,2018,790000,49000,Diesel,Dealer,Manual,Zero,Honda,Honda Amaze VX
2167,2018,680000,48600,Petrol,Dealer,Manual,Zero,Honda,Honda Amaze VX
2168,2017,540000,20000,Petrol,Individual,Manual,One,Hyundai,Hyundai Grand i10
2169,2016,425000,25000,Petrol,Individual,Manual,Zero,Mahindra,Mahindra KUV 100
2170,2008,140000,120000,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen Estilo
2171,2019,1100000,30000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ertiga ZDI
2172,2015,715000,35000,Diesel,Individual,Manual,Zero,Renault,Renault Lodgy 85PS
2173,2013,370000,90000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift VXI
2174,2007,175000,80000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna CRDi
2175,1998,1000000,35000,Petrol,Individual,Automatic,One,Mercedes-Benz,Mercedes-Benz E-Class 230
2176,2013,92800,25000,Petrol,Individual,Manual,One,Maruti,Maruti Alto 800
2177,2014,291000,90000,Diesel,Individual,Manual,Zero,Tata,Tata Xenon XT
2178,2013,92800,25000,Petrol,Individual,Manual,One,Maruti,Maruti Alto 800
2179,2016,350000,20000,Petrol,Individual,Manual,Zero,Renault,Renault KWID 1.0
2180,1998,65000,60000,Petrol,Dealer,Manual,Two,Maruti,Maruti Omni 5
2181,2015,650000,58000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
2182,2014,350000,40000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
2183,2005,75000,70000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2184,2012,440000,70000,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai i20 Asta
2185,2013,270000,60000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Xing
2186,2014,1150000,135000,Diesel,Dealer,Manual,Zero,Toyota,Toyota Innova 2.5
2187,2015,238000,70000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Omni 8
2188,2013,1100000,40000,Petrol,Individual,Automatic,One,Mercedes-Benz,Mercedes-Benz B Class
2189,2015,1200000,75000,Diesel,Dealer,Manual,One,Mahindra,Mahindra XUV500 W10
2190,2010,260000,150000,Diesel,Individual,Manual,Zero,Skoda,Skoda Fabia 1.2L
2191,2012,350000,140000,Diesel,Individual,Manual,Two,Toyota,Toyota Etios VD
2192,2015,480000,70000,Diesel,Individual,Manual,Zero,Toyota,Toyota Etios Liva
2193,2012,345000,137250,Diesel,Individual,Manual,One,Toyota,Toyota Etios Liva
2194,2013,500000,110000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio M2DI
2195,2017,595000,27000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
2196,2019,1295000,9000,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Verna CRDi
2197,2018,515000,16000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro Asta
2198,2012,325000,47000,Diesel,Dealer,Manual,Zero,Renault,Renault Pulse RxZ
2199,2018,925000,22000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ciaz 1.4
2200,2017,844999,30000,Petrol,Individual,Manual,Zero,Nissan,Nissan Terrano XL
2201,2018,925000,20000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ciaz 1.4
2202,2013,300000,60000,Diesel,Individual,Manual,Zero,Tata,Tata Manza Club
2203,2008,650000,75000,Petrol,Individual,Manual,One,Toyota,Toyota Camry M/t
2204,2010,175000,64000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto K10
2205,2015,325000,80000,Diesel,Individual,Manual,Zero,Maruti,Maruti SX4 S
2206,2017,600000,90000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 85PS
2207,2018,700000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift ZXI
2208,2003,95000,120000,Petrol,Individual,Automatic,One,Toyota,Toyota Corolla H3
2209,2019,490000,20000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Celerio ZXI
2210,2013,380000,100000,Diesel,Individual,Manual,Zero,Tata,Tata Safari DICOR
2211,2018,550000,31000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
2212,2013,225000,47000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto 800
2213,2018,570000,11200,Petrol,Individual,Manual,Zero,Tata,Tata Nexon 1.2
2214,2018,305000,35000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto 800
2215,2015,700000,55000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Ertiga SHVS
2216,2018,288000,20000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Omni E
2217,2017,800000,75000,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Bolero B4
2218,2017,430000,93000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Celerio VXI
2219,2009,195000,57000,Diesel,Dealer,Manual,One,Chevrolet,Chevrolet Beat Diesel
2220,2014,325000,30000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Eeco Smiles
2221,2013,450000,73000,Diesel,Dealer,Manual,Zero,Renault,Renault Duster 85PS
2222,2016,630000,65000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift Dzire
2223,2009,250000,62000,Petrol,Dealer,Manual,One,Maruti,Maruti Swift 1.3
2224,2007,135000,85000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro GLS
2225,2010,110000,73000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Spark 1.0
2226,2012,350000,55000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift ZDi
2227,2016,240000,5800,Petrol,Individual,Manual,One,Maruti,Maruti Omni E
2228,2009,350000,350000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
2229,2018,600000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift ZXI
2230,2018,750000,20000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
2231,2018,270000,20000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
2232,2007,90000,100000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
2233,2013,350000,65000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
2234,2013,285000,90000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
2235,2011,665000,267000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
2236,2005,175000,250000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio 2.6
2237,2011,350000,140000,Diesel,Individual,Manual,One,Mahindra,Mahindra Xylo D2
2238,2018,1225000,22000,Petrol,Dealer,Automatic,Zero,Honda,Honda City i-VTEC
2239,2010,285000,60000,Petrol,Dealer,Manual,One,Honda,Honda Jazz Select
2240,2018,1000000,28635,Petrol,Dealer,Manual,Zero,Honda,Honda City i-VTEC
2241,2018,780000,32114,Diesel,Dealer,Manual,Zero,Honda,Honda Amaze VX
2242,2014,300000,82000,Petrol,Dealer,Manual,One,Maruti,Maruti Celerio VXI
2243,2006,160000,95149,Petrol,Dealer,Manual,One,Maruti,Maruti Swift VXI
2244,2018,625000,68458,Petrol,Dealer,Manual,Zero,Honda,Honda Amaze VX
2245,2010,265000,42000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ritz VXi
2246,2014,515000,90000,Diesel,Individual,Manual,One,Honda,Honda City i
2247,2016,210000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON D
2248,2009,140000,80000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
2249,2015,940000,128000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
2250,2013,750000,80000,Diesel,Individual,Manual,Zero,Nissan,Nissan Terrano XV
2251,2016,610000,100000,Diesel,Individual,Manual,Zero,Maruti,Maruti Baleno Alpha
2252,2015,450000,50000,Diesel,Individual,Manual,Zero,Nissan,Nissan Sunny XV
2253,2012,409999,56000,Diesel,Individual,Manual,Zero,Toyota,Toyota Etios Liva
2254,2018,100000,21302,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON 1.0
2255,2016,650000,100000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Active
2256,2017,650000,80000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
2257,2010,150000,105546,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Getz 1.3
2258,2018,500000,10000,Petrol,Individual,Manual,Zero,Toyota,Toyota Etios Liva
2259,2012,1000000,80000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
2260,2013,340000,35000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Magna
2261,2019,800000,11240,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Elite i20
2262,2013,1010000,120000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
2263,2011,350000,120000,Diesel,Individual,Manual,Two,Toyota,Toyota Etios GD
2264,2016,595000,70000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
2265,2014,700000,130000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Scorpio VLX
2266,2019,265000,40000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXL
2267,2015,320000,60000,Petrol,Individual,Manual,One,Maruti,Maruti Alto K10
2268,2011,310000,110000,Petrol,Individual,Manual,Zero,Honda,Honda City 1.5
2269,2014,700000,130000,Diesel,Individual,Manual,Zero,Honda,Honda City i
2270,2009,130000,80000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
2271,2009,150000,120000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Dzire
2272,2015,300000,104000,Diesel,Individual,Manual,One,Honda,Honda Amaze E
2273,2011,150000,100000,Petrol,Individual,Manual,One,Maruti,Maruti Swift Dzire
2274,2003,120000,132343,Petrol,Individual,Manual,One,Honda,Honda City 1.3
2275,2016,950000,90000,Diesel,Individual,Manual,One,Hyundai,Hyundai Creta 1.4
2276,2007,100000,60000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2277,2015,450000,76000,Diesel,Individual,Manual,Zero,Honda,Honda Jazz 1.5
2278,2004,30000,60000,Petrol,Individual,Manual,Two,Maruti,Maruti 800 EX
2279,2009,200000,30000,Petrol,Individual,Manual,One,Mahindra,Mahindra Renault Logan
2280,2010,250000,96000,Diesel,Individual,Manual,One,Tata,Tata Indigo LS
2281,2018,1300000,10000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Marazzo M8
2282,2017,425000,36000,Diesel,Dealer,Manual,Zero,Toyota,Toyota Etios Liva
2283,2017,550000,12997,Diesel,Dealer,Manual,Zero,Honda,Honda Amaze VX
2284,2017,500000,40000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Ciaz 1.4
2285,2018,1150000,26430,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Verna CRDi
2286,2015,475000,24600,Petrol,Dealer,Manual,Zero,Maruti,Maruti Swift 1.3
2287,2011,260000,28481,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
2288,2013,350000,100000,Petrol,Individual,Manual,Zero,Ford,Ford Ecosport 1.0
2289,2013,750000,41988,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra XUV500 W8
2290,2009,180000,30375,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
2291,2017,350000,7658,Petrol,Dealer,Automatic,Zero,Renault,Renault KWID Climber
2292,2017,611000,34400,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift Dzire
2293,2017,325000,18500,Petrol,Dealer,Manual,Zero,Renault,Renault KWID RXL
2294,2015,280000,26134,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto VXi
2295,2014,300000,28942,Petrol,Dealer,Automatic,Zero,Maruti,Maruti Wagon R
2296,2012,711000,53600,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra XUV500 W8
2297,2015,851000,53652,Diesel,Dealer,Manual,Zero,Toyota,Toyota Innova 2.5
2298,2011,260000,52895,Diesel,Dealer,Manual,Zero,Maruti,Maruti Ritz VDi
2299,2013,550000,42324,Diesel,Dealer,Manual,One,Hyundai,Hyundai Verna SX
2300,2016,1044999,65000,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra XUV500 W10
2301,2012,550000,60236,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Scorpio EX
2302,2014,210000,70000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2303,2014,210000,70000,Petrol,Individual,Manual,Two,Maruti,Maruti Wagon R
2304,2009,290000,100000,Diesel,Individual,Manual,One,Mahindra,Mahindra Xylo E8
2305,2008,250999,110000,Diesel,Individual,Manual,Zero,Fiat,Fiat 500 Lounge
2306,2019,600000,10300,Petrol,Individual,Manual,Zero,Renault,Renault Triber RXT
2307,2014,270000,120000,Diesel,Individual,Manual,One,Fiat,Fiat Grande Punto
2308,2012,550000,142000,Diesel,Individual,Manual,Zero,Tata,Tata New Safari
2309,2017,800000,25000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
2310,2020,500000,5000,Petrol,Individual,Manual,Zero,Tata,Tata Altroz XE
2311,2016,535000,52600,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
2312,2016,396000,28643,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
2313,2014,600000,50000,Diesel,Individual,Manual,Zero,Honda,Honda City i
2314,2019,575000,30000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
2315,2020,520000,5000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Sportz
2316,2018,1400000,30000,Diesel,Individual,Automatic,Zero,Mahindra,Mahindra XUV500 AT
2317,2018,600000,7600,Petrol,Individual,Automatic,Zero,Maruti,Maruti Baleno Delta
2318,2013,195000,47253,Diesel,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
2319,2015,281000,4432,Petrol,Dealer,Automatic,One,Maruti,Maruti Alto K10
2320,2010,75000,110000,Petrol,Individual,Manual,One,Tata,Tata Indica GLS
2321,2014,400000,25000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
2322,2009,93000,70000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
2323,2016,560000,68523,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i20 Active
2324,2019,400000,5000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON 1.0
2325,2018,459999,40000,Petrol,Individual,Manual,Zero,Tata,Tata Tigor 1.2
2326,2017,450000,43000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.2
2327,2010,88000,80251,CNG,Dealer,Manual,One,Maruti,Maruti Alto Green
2328,2010,250000,34500,Petrol,Individual,Manual,One,Hyundai,Hyundai i20 1.2
2329,2000,22000,42743,Petrol,Dealer,Manual,Two,Ford,Ford Ikon 1.4
2330,2013,130000,93900,Diesel,Individual,Manual,One,Chevrolet,Chevrolet Beat Diesel
2331,2004,79000,80000,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen VXi
2332,2012,120000,110000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
2333,2011,1700000,100000,Diesel,Individual,Automatic,One,BMW,BMW 7 Series
2334,2012,300000,25000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Optra Magnum
2335,2012,300000,25000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Optra Magnum
2336,2009,145000,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti A-Star Lxi
2337,2019,3200000,20000,Diesel,Individual,Automatic,Zero,Ford,Ford Endeavour 3.2
2338,2013,240000,10000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Spark 1.0
2339,2018,700000,30000,Diesel,Individual,Manual,Zero,Honda,Honda WR-V i-DTEC
2340,2010,145000,110000,Petrol,Individual,Manual,One,Hyundai,Hyundai Accent GLX
2341,2014,535000,80000,Diesel,Individual,Manual,One,Maruti,Maruti Ertiga VDI
2342,2016,420000,21000,Petrol,Individual,Manual,Zero,Mahindra,Mahindra KUV 100
2343,2016,350000,20000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
2344,2015,550000,32000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
2345,2007,750000,180000,Diesel,Individual,Manual,Zero,Mitsubishi,Mitsubishi Montero 3.2
2346,2012,198000,70000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
2347,2013,420000,50000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Magna
2348,2013,420000,50000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Magna
2349,2004,195000,120000,Diesel,Individual,Manual,Zero,Ford,Ford Endeavour 4x2
2350,2012,150000,55766,Petrol,Individual,Manual,One,Hyundai,Hyundai EON Sportz
2351,2011,275000,40000,Petrol,Individual,Manual,One,Nissan,Nissan Micra XL
2352,2001,65000,60000,Petrol,Individual,Manual,Two,Maruti,Maruti 800 Std
2353,2008,200000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift LXi
2354,2010,250000,110000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Dzire
2355,2013,450000,1000,Diesel,Dealer,Manual,One,Renault,Renault Duster 85PS
2356,2018,590000,26350,Diesel,Dealer,Manual,Zero,Maruti,Maruti Ignis 1.3
2357,2012,225000,110000,Petrol,Individual,Manual,One,Maruti,Maruti SX4 Vxi
2358,2015,225000,68745,Diesel,Dealer,Manual,Zero,Tata,Tata Indigo CS
2359,2006,165000,132000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
2360,2019,860000,35000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero Power
2361,2016,900000,47000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W6
2362,2013,182000,100000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo TDI
2363,2010,100000,80000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
2364,2006,100000,40000,Petrol,Individual,Manual,One,Hyundai,Hyundai Santro Xing
2365,2017,375000,27289,Petrol,Dealer,Automatic,Zero,Maruti,Maruti Alto K10
2366,2018,525000,10980,Petrol,Dealer,Automatic,Zero,Tata,Tata Tiago XZA
2367,2016,320000,24662,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai EON Era
2368,2013,525000,37000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift Dzire
2369,2014,650000,28245,Diesel,Dealer,Manual,Zero,Nissan,Nissan Evalia XV
2370,2017,575000,27005,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
2371,2014,355000,39227,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai i10 Magna
2372,2016,470000,31367,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra KUV 100
2373,2008,221000,35008,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
2374,2009,195000,27005,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Santro Xing
2375,2001,85000,86000,Petrol,Individual,Manual,One,Maruti,Maruti Zen VX
2376,2013,400000,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
2377,2017,650000,20000,Diesel,Individual,Manual,Zero,Maruti,Maruti Baleno Delta
2378,2010,400000,50000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Magna
2379,2012,295000,80000,Diesel,Individual,Manual,One,Tata,Tata Manza Aura
2380,2003,110000,120000,Diesel,Individual,Manual,Two,Maruti,Maruti Zen D
2381,2015,550000,113600,Diesel,Individual,Manual,Zero,Fiat,Fiat Linea 1.3
2382,2008,190000,70000,Petrol,Individual,Manual,Two,Hyundai,Hyundai Santro Xing
2383,2018,861999,20000,Diesel,Dealer,Manual,Zero,Ford,Ford Aspire Titanium
2384,2018,782000,14000,Petrol,Dealer,Manual,Zero,Ford,Ford Aspire Titanium
2385,2018,836000,26000,Diesel,Dealer,Manual,Zero,Ford,Ford Freestyle Titanium
2386,2016,696000,138925,Petrol,Dealer,Manual,Zero,Honda,Honda City i
2387,2016,596000,121764,Diesel,Dealer,Manual,Zero,Honda,Honda Jazz 1.5
2388,2016,612000,105429,Petrol,Dealer,Manual,Zero,Honda,Honda Jazz 1.2
2389,2015,114999,35000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
2390,2017,340000,60000,Diesel,Individual,Manual,Zero,Tata,Tata Bolt Quadrajet
2391,2020,550000,5000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift ZXI
2392,2008,114999,70000,Petrol,Individual,Manual,Two,Chevrolet,Chevrolet Aveo U-VA
2393,2000,105000,80000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
2394,2019,890000,20000,Diesel,Individual,Manual,Zero,Maruti,Maruti Vitara Brezza
2395,2019,715000,8000,Petrol,Individual,Manual,Zero,Tata,Tata Nexon 1.2
2396,2014,525000,54000,Petrol,Dealer,Manual,One,Hyundai,Hyundai i20 Asta
2397,2012,735000,55300,Diesel,Dealer,Automatic,Zero,Volkswagen,Volkswagen Jetta 2.0L
2398,2016,495000,11958,Petrol,Dealer,Manual,Zero,Honda,Honda Amaze S
2399,2017,1025000,9000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Creta 1.6
2400,2015,750000,70000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W8
2401,2013,600000,120000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 85PS
2402,2014,475000,23122,Petrol,Dealer,Manual,One,Hyundai,Hyundai i20 Asta
2403,2007,80000,58000,Petrol,Dealer,Manual,One,Hyundai,Hyundai Santro Xing
2404,2013,325000,62200,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Bolero 2011-2019
2405,2014,1470000,34000,Diesel,Dealer,Automatic,One,Audi,Audi A6 2.0
2406,2015,350000,53000,Diesel,Individual,Manual,One,Fiat,Fiat Avventura MULTIJET
2407,2013,2800000,49000,Diesel,Dealer,Automatic,Zero,Audi,Audi A8 4.2
2408,2017,210000,15000,Petrol,Dealer,Manual,One,Datsun,Datsun RediGO 1.0
2409,2012,349000,44500,Diesel,Dealer,Manual,One,Chevrolet,Chevrolet Cruze LT
2410,2013,450000,50000,Petrol,Individual,Manual,Zero,Volkswagen,Volkswagen Jetta 1.4
2411,2013,1150000,53000,Diesel,Dealer,Automatic,Zero,Audi,Audi A4 2.0
2412,2009,210000,63500,Petrol,Dealer,Automatic,Zero,Honda,Honda Civic 1.8
2413,2018,4500000,9800,Petrol,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz E-Class Exclusive
2414,2017,825000,13599,Petrol,Dealer,Automatic,Zero,Volkswagen,Volkswagen Polo GTI
2415,2017,2750000,13000,Diesel,Individual,Automatic,Zero,BMW,BMW X1 sDrive
2416,2012,160000,110000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
2417,2014,550000,100000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio SLE
2418,2006,95000,110000,Petrol,Individual,Manual,Two,Maruti,Maruti Swift 1.3
2419,2014,725000,90000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
2420,2019,670000,17000,Petrol,Individual,Manual,Zero,Tata,Tata Tigor 1.2
2421,2008,65000,140000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LX
2422,2015,500000,50000,Diesel,Individual,Manual,One,Mahindra,Mahindra Xylo D4
2423,2017,600000,53000,Petrol,Individual,Manual,Zero,Mahindra,Mahindra KUV 100
2424,2017,350000,70000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
2425,2012,200000,70000,Diesel,Individual,Manual,One,Chevrolet,Chevrolet Beat Diesel
2426,2008,110000,154000,Diesel,Individual,Manual,Two,Hyundai,Hyundai Getz 1.5
2427,2012,150000,80000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Sportz
2428,2003,75000,110000,Diesel,Individual,Manual,One,Maruti,Maruti Zen D
